school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address
Billachi Primary School,AD,Primary,Public,,,9.540442,12.055654,ADSDSA04,"Billachi Primary School, AD State, Nigeria"
Tur Primary School,AD,Primary,Public,,,10.924141,13.718444,ADSMDG09,"Tur Primary School, AD State, Nigeria"
Gbani Primary School,AD,Primary,Public,,,8.586224,11.8645,ADSGAN10,"Gbani Primary School, AD State, Nigeria"
Karewa Nursery School,AD,Primary,Public,,,9.246818,12.444244,ADSYLN06,"Karewa Nursery School, AD State, Nigeria"
Buppa Galche Primary School,AD,Primary,Public,,,9.063802,12.457964,ADSFUR09,"Buppa Galche Primary School, AD State, Nigeria"
Morgire Primary School,AD,Primary,Public,,,9.216987,12.646776,ADSFUR03,"Morgire Primary School, AD State, Nigeria"
Jera Karal Primary School Jera Karal,AD,Primary,Public,,,9.50641,12.43023,ADSGRE06,"Jera Karal Primary School Jera Karal, AD State, Nigeria"
Sabonlayi Primary School,AD,Primary,Public,,,8.500599,11.980643,ADSGAN09,"Sabonlayi Primary School, AD State, Nigeria"
Nzoruwe Primary School,AD,Primary,Public,,,9.440426,11.905598,ADSNUM05,"Nzoruwe Primary School, AD State, Nigeria"
Humsi Primary School,AD,Primary,Public,,,10.873664,13.648514,ADSMDG09,"Humsi Primary School, AD State, Nigeria"
Gudusu Primary School and Junior Secondary School,AD,Primary,Public,,,9.509082,12.642191,ADSFUR07,"Gudusu Primary School and Junior Secondary School, AD State, Nigeria"
Jauro Yana Nursery and Primary School,AD,Primary,Public,,,10.3036988,13.1658808,ADSHNG09,"Jauro Yana Nursery and Primary School, AD State, Nigeria"
Progressive Nursery School,AD,Primary,Faith Based,,,10.314833,13.312534,ADSMUB10,"Progressive Nursery School, AD State, Nigeria"
Zangane Primary School,AD,Primary,Public,,,8.419869,11.96057,ADSGAN05,"Zangane Primary School, AD State, Nigeria"
Mayo Lope I Primary School,AD,Primary,Public,,,9.23025,11.692756,ADSDSA08,"Mayo Lope I Primary School, AD State, Nigeria"
Filingo Primary School,AD,Primary,Public,,,9.413887,12.13633,ADSDSA03,"Filingo Primary School, AD State, Nigeria"
Kurma Normadic Primary,AD,Primary,Public,,,9.681678,12.293176,ADSSNG09,"Kurma Normadic Primary, AD State, Nigeria"
Jubawo Primary School,AD,Primary,Public,,,9.201959,12.726915,ADSFUR04,"Jubawo Primary School, AD State, Nigeria"
Mayo Ine Primary School,AD,Primary,Public,,,9.1160453,12.2299286,ADSFUR06,"Mayo Ine Primary School, AD State, Nigeria"
Abejo Primary School,AD,Primary,Public,,,8.67647,12.385334,ADSJAD06,"Abejo Primary School, AD State, Nigeria"
Nyiburi Primary School,AD,Primary,Public,,,10.603317,13.526462,ADSMCH11,"Nyiburi Primary School, AD State, Nigeria"
Nyibango Primary School,AD,Primary,Public,,,9.005182,12.337718,ADSFUR11,"Nyibango Primary School, AD State, Nigeria"
Jilima Primary School,AD,Primary,Public,,,9.021402,12.079356,ADSFUR06,"Jilima Primary School, AD State, Nigeria"
Murva Primary School,AD,Primary,Public,,,10.651717,13.403629,ADSMCH10,"Murva Primary School, AD State, Nigeria"
Mijili Primary School,AD,Primary,Public,,,10.349499,12.975671,ADSHNG04,"Mijili Primary School, AD State, Nigeria"
Kurmi Primary School,AD,Primary,Public,,,10.242984,13.158079,ADSHNG09,"Kurmi Primary School, AD State, Nigeria"
Gwagra Jatau Primary School,AD,Primary,Public,,,9.390809,12.438026,ADSGRE01,"Gwagra Jatau Primary School, AD State, Nigeria"
Buwangal Primary School,AD,Primary,Public,,,8.451159,12.085785,ADSGAN04,"Buwangal Primary School, AD State, Nigeria"
Gangkoen Primary School,AD,Primary,Public,,,8.444733,12.012374,ADSGAN09,"Gangkoen Primary School, AD State, Nigeria"
Lingbi Primary School,AD,Primary,Public,,,8.390233,11.91834,ADSGAN05,"Lingbi Primary School, AD State, Nigeria"
Bongire Primary School,AD,Primary,Public,,,9.227883,12.646209,ADSFUR03,"Bongire Primary School, AD State, Nigeria"
Central LGEA Primary School Michika,AD,Primary,Public,,,10.616842,13.393641,ADSMCH07,"Central LGEA Primary School Michika, AD State, Nigeria"
Bagobiri Primary School,AD,Primary,Public,,,8.800454,12.051583,ADSJAD08,"Bagobiri Primary School, AD State, Nigeria"
Wafango Primary School,AD,Primary,Public,,,9.1162957,12.2294568,ADSFUR06,"Wafango Primary School, AD State, Nigeria"
Verere Primary School,AD,Primary,Public,,,9.018463,12.628766,ADSFUR05,"Verere Primary School, AD State, Nigeria"
Felex Academy,AD,Primary,Private,,,10.138251,12.92728,ADSHNG02,"Felex Academy, AD State, Nigeria"
Ibrahim Borbona Nursery and Primary Schooloool,AD,Primary,Private,,,9.277714,12.456942,ADSYLN02,"Ibrahim Borbona Nursery and Primary Schooloool, AD State, Nigeria"
Bankuren Primary School,AD,Primary,Public,,,8.549744,11.972778,ADSGAN10,"Bankuren Primary School, AD State, Nigeria"
Kwawcham Primary School,AD,Primary,Public,,,10.258042,13.282608,ADSGYL09,"Kwawcham Primary School, AD State, Nigeria"
Binkola Primary School,AD,Primary,Public,,,8.997191,12.038527,ADSMWA12,"Binkola Primary School, AD State, Nigeria"
Wuro Mallum Primary School,AD,Primary,Public,,,9.134093,12.676898,ADSFUR01,"Wuro Mallum Primary School, AD State, Nigeria"
Pola Kanuki Primary School,AD,Primary,Public,,,8.644193,11.873683,ADSMWA03,"Pola Kanuki Primary School, AD State, Nigeria"
Tsandsa Primary School Tsandsa Shawane,AD,Primary,Public,,,10.62269,13.27131,ADSMCH04,"Tsandsa Primary School Tsandsa Shawane, AD State, Nigeria"
Timbokum Primary School,AD,Primary,Public,,,8.190017,12.034152,ADSTNG10,"Timbokum Primary School, AD State, Nigeria"
Bahruhuda Islamiya,AD,Primary,Private,,,9.4986,12.479511,ADSGRE06,"Bahruhuda Islamiya, AD State, Nigeria"
Dar Primary School,AD,Primary,Public,,,10.826416,13.457904,ADSMDG03,"Dar Primary School, AD State, Nigeria"
Nadu Primary School,AD,Primary,Public,,,8.211722,12.146423,ADSTNG10,"Nadu Primary School, AD State, Nigeria"
Government Reserved Area Nursery and Primary School Song,AD,Primary,Private,,,9.819712,12.623529,ADSSNG07,"Government Reserved Area Nursery and Primary School Song, AD State, Nigeria"
Mbula I Primary School,AD,Primary,Public,,,9.511254,12.190182,ADSDSA09,"Mbula I Primary School, AD State, Nigeria"
Njairi Primary School,AD,Primary,Public,,,10.2793,13.219147,ADSHNG09,"Njairi Primary School, AD State, Nigeria"
Citta Primary School Sangara,AD,Primary,Public,,,8.665021,12.417399,ADSJAD06,"Citta Primary School Sangara, AD State, Nigeria"
Lawaru Primary School,AD,Primary,Public,,,9.405529,11.936771,ADSDSA05,"Lawaru Primary School, AD State, Nigeria"
Kamneya Primary School,AD,Primary,Public,,,8.6125,12.012587,ADSJAD01,"Kamneya Primary School, AD State, Nigeria"
Byemti Primary School,AD,Primary,Public,,,9.46572,11.841184,ADSNUM05,"Byemti Primary School, AD State, Nigeria"
IBN Affan Institute For Quranic and Islamic Studies,AD,Primary,Faith Based,,,9.818095,12.627419,ADSSNG07,"IBN Affan Institute For Quranic and Islamic Studies, AD State, Nigeria"
Mbulma Primary School,AD,Primary,Public,,,10.213668,13.357998,ADSGYL08,"Mbulma Primary School, AD State, Nigeria"
Lassun Primary School,AD,Primary,Public,,,9.545821,11.665292,ADSLMR09,"Lassun Primary School, AD State, Nigeria"
BaOmse Primary School BaOmse,AD,Primary,Public,,,8.86805,12.69559,ADSFUR01,"BaOmse Primary School BaOmse, AD State, Nigeria"
Dagera Primary School,AD,Primary,Public,,,8.715622,11.986823,ADSJAD09,"Dagera Primary School, AD State, Nigeria"
Bangshika Primary School,AD,Primary,Public,,,10.202854,12.9889,ADSHNG01,"Bangshika Primary School, AD State, Nigeria"
Parnyel Primary School,AD,Primary,Public,,,10.199371,13.154041,ADSMAH02,"Parnyel Primary School, AD State, Nigeria"
Kwahuba Primary School,AD,Primary,Public,,,9.502903,11.862271,ADSNUM05,"Kwahuba Primary School, AD State, Nigeria"
Accade Care Islamiya Primary School,AD,Primary,Public,,,8.787052,12.676661,ADSJAD05,"Accade Care Islamiya Primary School, AD State, Nigeria"
Kwabaktina Primary,AD,Primary,Public,,,10.240301,12.9341011,ADSHNG06,"Kwabaktina Primary, AD State, Nigeria"
Tagombali Primary School,AD,Primary,Public,,,9.334262,11.836353,ADSDSA08,"Tagombali Primary School, AD State, Nigeria"
Gaanda Pilot,AD,Primary,Public,,,10.150546,12.4326,ADSGMB03,"Gaanda Pilot, AD State, Nigeria"
Buzza Primary School,AD,Primary,Public,,,10.1745004,12.8092467,ADSHNG11,"Buzza Primary School, AD State, Nigeria"
Ngoba Primary School,AD,Primary,Public,,,10.235558,13.351076,ADSGYL08,"Ngoba Primary School, AD State, Nigeria"
Gbansa Primary School,AD,Primary,Public,,,8.720415,12.311216,ADSJAD11,"Gbansa Primary School, AD State, Nigeria"
Sakoro Primary School,AD,Primary,Public,,,8.840479,11.865003,ADSMWA06,"Sakoro Primary School, AD State, Nigeria"
Yotti Bakum Primary School,AD,Primary,Public,,,9.14792,11.742295,ADSMWA05,"Yotti Bakum Primary School, AD State, Nigeria"
Konbula Primary School,AD,Primary,Public,,,10.765952,13.394855,ADSMDG02,"Konbula Primary School, AD State, Nigeria"
Hildi Primary School,AD,Primary,Public,,,10.386529,13.174765,ADSHNG05,"Hildi Primary School, AD State, Nigeria"
Khour Kasa Primary School,AD,Primary,Public,,,10.528485,13.381971,ADSMCH14,"Khour Kasa Primary School, AD State, Nigeria"
Koleri Primary School,AD,Primary,Public,,,9.064837,12.054782,ADSMWA08,"Koleri Primary School, AD State, Nigeria"
Redeem Peoples Academy,AD,Primary,Private,,,9.266136,12.451619,ADSYLN08,"Redeem Peoples Academy, AD State, Nigeria"
Unity Nursery and Primary School Sabon Gari Sangere,AD,Primary,Private,,,9.336582,12.50508,ADSGRE04,"Unity Nursery and Primary School Sabon Gari Sangere, AD State, Nigeria"
Girls Nursery and Primary School,AD,Primary,Public,,,10.6259,13.3856,ADSMCH07,"Girls Nursery and Primary School, AD State, Nigeria"
Mari Primary School,AD,Primary,Public,,,8.654525,12.288905,ADSJAD06,"Mari Primary School, AD State, Nigeria"
Girmanjara Primary School,AD,Primary,Public,,,10.224938,13.451231,ADSMUB01,"Girmanjara Primary School, AD State, Nigeria"
Jiddel Primary School Michika,AD,Primary,Public,,,10.643233,13.395341,ADSMCH10,"Jiddel Primary School Michika, AD State, Nigeria"
Ginakara Primary School Ginakara,AD,Primary,Public,,,10.367918,12.461634,ADSGMB05,"Ginakara Primary School Ginakara, AD State, Nigeria"
Tomsoro Primary School,AD,Primary,Public,,,9.052236,12.481806,ADSFUR09,"Tomsoro Primary School, AD State, Nigeria"
Bilachi Primary School,AD,Primary,Public,,,9.376059,12.847936,ADSFUR10,"Bilachi Primary School, AD State, Nigeria"
Dasin Hausa Primary School Chediya,AD,Primary,Public,,,9.2719301,12.6554554,ADSFUR08,"Dasin Hausa Primary School Chediya, AD State, Nigeria"
Mwantari II Primary School,AD,Primary,Public,,,9.622355,11.811115,ADSLMR04,"Mwantari II Primary School, AD State, Nigeria"
Solomsi Primary School,AD,Primary,Public,,,9.221489,12.738933,ADSFUR03,"Solomsi Primary School, AD State, Nigeria"
Girls Child Primary School,AD,Primary,Public,,,9.887798,12.008927,ADSSHG09,"Girls Child Primary School, AD State, Nigeria"
Kenna Primary School,AD,Primary,Public,,,7.994379,11.510938,ADSTNG07,"Kenna Primary School, AD State, Nigeria"
Dumna Dutse I Primary School,AD,Primary,Public,,,9.709568,11.86939,ADSGUY06,"Dumna Dutse I Primary School, AD State, Nigeria"
Sankolum Primary School,AD,Primary,Public,,,8.410821,12.013144,ADSGAN08,"Sankolum Primary School, AD State, Nigeria"
Hottollore Primary School,AD,Primary,Public,,,9.417181,12.486625,ADSGRE04,"Hottollore Primary School, AD State, Nigeria"
Gantum Wuro Primary School,AD,Primary,Public,,,8.362168,12.147115,ADSGAN08,"Gantum Wuro Primary School, AD State, Nigeria"
Makera B Primary School,AD,Primary,Public,,,10.28979,13.078544,ADSHNG01,"Makera B Primary School, AD State, Nigeria"
Sabon Gari Primary School,AD,Primary,Public,,,10.481267,13.323159,ADSMUB02,"Sabon Gari Primary School, AD State, Nigeria"
Gada Mayo Primary School,AD,Primary,Public,,,9.257802,11.91697,ADSDSA01,"Gada Mayo Primary School, AD State, Nigeria"
Bati Primary School,AD,Primary,Public,,,8.882782,12.461977,ADSFUR11,"Bati Primary School, AD State, Nigeria"
Timyeren Primary School,AD,Primary,Public,,,8.002641,11.828415,ADSTNG02,"Timyeren Primary School, AD State, Nigeria"
Badinge Primary School,AD,Primary,Public,,,9.057714,11.842417,ADSMWA01,"Badinge Primary School, AD State, Nigeria"
Anguwar Musa Primary School,AD,Primary,Public,,,9.4248709,12.3975255,ADSGRE03,"Anguwar Musa Primary School, AD State, Nigeria"
Pella I Primary School,AD,Primary,Public,,,10.150393,12.933499,ADSHNG11,"Pella I Primary School, AD State, Nigeria"
Gamgomiye Primary School,AD,Primary,Public,,,9.7244494,11.9252266,ADSGUY08,"Gamgomiye Primary School, AD State, Nigeria"
Yelde Kohi Primary School,AD,Primary,Public,,,9.282942,12.207642,ADSYLA11,"Yelde Kohi Primary School, AD State, Nigeria"
Lokasire Primary School,AD,Primary,Public,,,9.113514,12.455702,ADSFUR09,"Lokasire Primary School, AD State, Nigeria"
Kay Academy Nursery and Primary School,AD,Primary,Private,,,9.248463,12.442617,ADSYLN06,"Kay Academy Nursery and Primary School, AD State, Nigeria"
Yolde Boile Primary School,AD,Primary,Public,,,8.875853,12.1028,ADSMWA07,"Yolde Boile Primary School, AD State, Nigeria"
Nduku I Primary School,AD,Primary,Private,,,10.128467,13.218773,ADSGYL10,"Nduku I Primary School, AD State, Nigeria"
National Evangelical Nursery Primary School,AD,Primary,Faith Based,,,10.263,13.253928,ADSGYL06,"National Evangelical Nursery Primary School, AD State, Nigeria"
Abubakar Model Islamiya Primary School,AD,Primary,Private,,,8.117576,12.046984,ADSTNG08,"Abubakar Model Islamiya Primary School, AD State, Nigeria"
Gereng B Primary School,AD,Primary,Public,,,9.484325,12.30918,ADSGRE03,"Gereng B Primary School, AD State, Nigeria"
Darul Hijra Islamic Academy Primary School,AD,Primary,Public,,,9.362116,12.540313,ADSGRE04,"Darul Hijra Islamic Academy Primary School, AD State, Nigeria"
Mudabshan Nursery School,AD,Primary,Private,,,10.4426072,13.0032982,ADSHNG04,"Mudabshan Nursery School, AD State, Nigeria"
Guliyangatiro Primary School,AD,Primary,Public,,,9.07467,12.261502,ADSFUR06,"Guliyangatiro Primary School, AD State, Nigeria"
Konglata Primary School,AD,Primary,Public,,,8.584073,12.143436,ADSGAN01,"Konglata Primary School, AD State, Nigeria"
Wuro Kae Primary School,AD,Primary,Public,,,10.353189,13.223052,ADSMUB03,"Wuro Kae Primary School, AD State, Nigeria"
Destiny Nursery and Primary,AD,Primary,Private,,,9.246169,12.441104,ADSYLN06,"Destiny Nursery and Primary, AD State, Nigeria"
Dazal Primary School,AD,Primary,Public,,,10.2645,12.945933,ADSHNG10,"Dazal Primary School, AD State, Nigeria"
Unity Day Care Nursery and Primary School,AD,Primary,Public,,,10.163304,12.7374312,ADSGMB06,"Unity Day Care Nursery and Primary School, AD State, Nigeria"
Gella II Primary School,AD,Primary,Public,,,10.170154,13.29905,ADSGYL03,"Gella II Primary School, AD State, Nigeria"
Dundere Primary School,AD,Primary,Public,,,9.126953,12.514037,ADSYLA03,"Dundere Primary School, AD State, Nigeria"
Gaya Sikalmi,AD,Primary,Public,,,10.424038,12.969832,ADSHNG04,"Gaya Sikalmi, AD State, Nigeria"
Kregirya Primary School,AD,Primary,Public,,,10.179071,13.168286,ADSMAH02,"Kregirya Primary School, AD State, Nigeria"
Ngurore Central Primary School,AD,Primary,Public,,,9.290052,12.24346,ADSYLA09,"Ngurore Central Primary School, AD State, Nigeria"
Nyasikasi Primary School,AD,Primary,Public,,,7.852782,11.652061,ADSTNG03,"Nyasikasi Primary School, AD State, Nigeria"
Gwati Primary School,AD,Primary,Public,,,9.465868,11.681675,ADSNUM03,"Gwati Primary School, AD State, Nigeria"
Njoboliyo Primary School Mbamba,AD,Primary,Public,,,9.227226,12.581932,ADSYLA06,"Njoboliyo Primary School Mbamba, AD State, Nigeria"
Tasu Hausa Primary School,AD,Primary,Public,,,9.643115,12.744903,ADSSNG05,"Tasu Hausa Primary School, AD State, Nigeria"
Batari Primary School,AD,Primary,Public,,,9.398948,12.487627,ADSGRE04,"Batari Primary School, AD State, Nigeria"
Dem Primary School,AD,Primary,Public,,,9.293382,11.727297,ADSDSA08,"Dem Primary School, AD State, Nigeria"
Hymbula One Primary School,AD,Primary,Public,,,10.857602,13.502491,ADSMDG04,"Hymbula One Primary School, AD State, Nigeria"
Nyakakuwa Primary School,AD,Primary,Public,,,9.08708,11.949507,ADSMWA12,"Nyakakuwa Primary School, AD State, Nigeria"
Tsaranyi Primary School,AD,Primary,Public,,,10.140148,13.25522,ADSGYL10,"Tsaranyi Primary School, AD State, Nigeria"
Libbo Primary School,AD,Primary,Public,,,9.707081,12.174264,ADSSHG08,"Libbo Primary School, AD State, Nigeria"
Dangir III Primary School,AD,Primary,Public,,,9.770508,11.961555,ADSGUY04,"Dangir III Primary School, AD State, Nigeria"
Mabang Pilot Primary School,AD,Primary,Public,,,9.064725,11.733709,ADSMWA05,"Mabang Pilot Primary School, AD State, Nigeria"
LGEA Primary School Tisso,AD,Primary,Public,,,9.516718,11.443314,ADSLMR09,"LGEA Primary School Tisso, AD State, Nigeria"
Bawo Hosere Primary School,AD,Primary,Public,,,9.994018,13.134949,ADSMAH10,"Bawo Hosere Primary School, AD State, Nigeria"
Theble Primary School,AD,Primary,Public,,,9.694658,11.916877,ADSGUY08,"Theble Primary School, AD State, Nigeria"
Kodomti Primary School,AD,Primary,Public,,,9.457007,11.923252,ADSNUM05,"Kodomti Primary School, AD State, Nigeria"
Kamburo Primarjy School,AD,Primary,Public,,,10.866329,13.613531,ADSMDG01,"Kamburo Primarjy School, AD State, Nigeria"
Wuro Lamido Primary School,AD,Primary,Public,,,9.189254,12.234526,ADSFUR06,"Wuro Lamido Primary School, AD State, Nigeria"
Ardo Dunga Nomadic,AD,Primary,Public,,,8.390877,12.096636,ADSGAN08,"Ardo Dunga Nomadic, AD State, Nigeria"
Kushiri Primary School,AD,Primary,Public,,,10.743783,13.632881,ADSMDG10,"Kushiri Primary School, AD State, Nigeria"
Niksiri Primary School,AD,Primary,Public,,,8.091093,11.609073,ADSTNG02,"Niksiri Primary School, AD State, Nigeria"
Uding Primary School,AD,Primary,Public,,,10.149346,12.903006,ADSHNG02,"Uding Primary School, AD State, Nigeria"
Gangkoben Primary School,AD,Primary,Public,,,8.497253,12.09668,ADSJAD10,"Gangkoben Primary School, AD State, Nigeria"
Korin Mongoro Primary School Lafiya,AD,Primary,Public,,,9.65935,11.81148,ADSLMR03,"Korin Mongoro Primary School Lafiya, AD State, Nigeria"
Dukul II Primary School Kurnyi,AD,Primary,Public,,,9.897317,11.838762,ADSGUY05,"Dukul II Primary School Kurnyi, AD State, Nigeria"
Mubitu Primary School,AD,Primary,Public,,,10.262303,13.259242,ADSGYL06,"Mubitu Primary School, AD State, Nigeria"
Ganbe Primary School,AD,Primary,Public,,,8.622926,11.822201,ADSMWA03,"Ganbe Primary School, AD State, Nigeria"
Dalehi Ndikong Primary,AD,Primary,Public,,,9.231313,12.097004,ADSMWA09,"Dalehi Ndikong Primary, AD State, Nigeria"
Prince and Princess Primary School,AD,Primary,Private,,,8.118906,12.032843,ADSTNG08,"Prince and Princess Primary School, AD State, Nigeria"
1st Baptist Nursery and Primary School,AD,Primary,Faith Based,,,10.267129,13.270741,ADSMUB09,"1st Baptist Nursery and Primary School, AD State, Nigeria"
Pagua Primary School,AD,Primary,Public,,,10.400934,13.508157,ADSMUB07,"Pagua Primary School, AD State, Nigeria"
Less Beti Primary School,AD,Primary,Public,,,9.155778,12.690633,ADSFUR04,"Less Beti Primary School, AD State, Nigeria"
Sankeupo Primary School,AD,Primary,Public,,,8.511162,12.028034,ADSJAD01,"Sankeupo Primary School, AD State, Nigeria"
Nega Primary School,AD,Primary,Public,,,9.330789,11.53897,ADSNUM02,"Nega Primary School, AD State, Nigeria"
Dugdu Primary School,AD,Primary,Public,,,8.091871,12.008184,ADSTNG04,"Dugdu Primary School, AD State, Nigeria"
Jagaba Primary School,AD,Primary,Public,,,8.400406,12.108652,ADSGAN08,"Jagaba Primary School, AD State, Nigeria"
Evangel Model School Michika,AD,Primary,Private,,,10.623636,13.38295,ADSMCH07,"Evangel Model School Michika, AD State, Nigeria"
Gawi Primary School,AD,Primary,Public,,,9.16229,12.634259,ADSFUR01,"Gawi Primary School, AD State, Nigeria"
Kwabapale Primary School,AD,Primary,Public,,,10.649956,13.333727,ADSMCH13,"Kwabapale Primary School, AD State, Nigeria"
Wupuba Primary School wupuba,AD,Primary,Public,,,10.2171058,12.69809,ADSGMB08,"Wupuba Primary School wupuba, AD State, Nigeria"
Jibiro Primary School,AD,Primary,Public,,,9.502047,12.567195,ADSGRE10,"Jibiro Primary School, AD State, Nigeria"
Kwakwaa Primary,AD,Primary,Public,,,10.184822,13.04351,ADSHNG07,"Kwakwaa Primary, AD State, Nigeria"
Excellent Future Academy,AD,Primary,Private,,,9.2783798,12.4503904,ADSYLN08,"Excellent Future Academy, AD State, Nigeria"
Government Junior Secondary School and Primary School,AD,Primary,Public,,,10.167416,13.226131,ADSGYL10,"Government Junior Secondary School and Primary School, AD State, Nigeria"
Watare Nomadic Primary School,AD,Primary,Public,,,9.043545,11.793456,ADSMWA01,"Watare Nomadic Primary School, AD State, Nigeria"
Nomadic Primary School Yadi,AD,Primary,Public,,,9.701679,11.772698,ADSLMR03,"Nomadic Primary School Yadi, AD State, Nigeria"
Gettado Primary School,AD,Primary,Public,,,8.76637,12.222369,ADSJAD03,"Gettado Primary School, AD State, Nigeria"
Malomi Primary School,AD,Primary,Public,,,8.437844,12.155664,ADSGAN06,"Malomi Primary School, AD State, Nigeria"
Destiny Children Mission Nursery and Primary School,AD,Primary,Faith Based,,,9.286223,12.442139,ADSYLN09,"Destiny Children Mission Nursery and Primary School, AD State, Nigeria"
Ganye II Primary School,AD,Primary,Public,,,8.448049,12.050832,ADSGAN03,"Ganye II Primary School, AD State, Nigeria"
Balwhona Primary School,AD,Primary,Public,,,10.314732,12.68506,ADSGMB08,"Balwhona Primary School, AD State, Nigeria"
Dangi I Primary School,AD,Primary,Public,,,9.746126,11.916855,ADSGUY04,"Dangi I Primary School, AD State, Nigeria"
Tharshe Primary School Tharshe,AD,Primary,Public,,,10.69456,13.41003,ADSMCH10,"Tharshe Primary School Tharshe, AD State, Nigeria"
Gada Mayo Nursery and Primary School Gadamayo,AD,Primary,Public,,,9.2165047,12.4455193,ADSYLA03,"Gada Mayo Nursery and Primary School Gadamayo, AD State, Nigeria"
Wuyaku Primary School,AD,Primary,Public,,,10.450589,12.565976,ADSGMB05,"Wuyaku Primary School, AD State, Nigeria"
Dlaka Primary School Michika,AD,Primary,Public,,,10.61734,13.422931,ADSMCH08,"Dlaka Primary School Michika, AD State, Nigeria"
Abba Jumbo Primary School,AD,Primary,Public,,,9.3944083,12.83173,ADSFUR10,"Abba Jumbo Primary School, AD State, Nigeria"
Mamburso Primary School,AD,Primary,Public,,,9.719253,12.597375,ADSSNG08,"Mamburso Primary School, AD State, Nigeria"
Gaya Primary School,AD,Primary,Public,,,10.251856,13.258926,ADSGYL06,"Gaya Primary School, AD State, Nigeria"
Eagles Academy,AD,Primary,Private,,,9.911336,11.937312,ADSGUY07,"Eagles Academy, AD State, Nigeria"
Elements Primary,AD,Primary,Public,,,9.982147,12.209744,ADSGMB02,"Elements Primary, AD State, Nigeria"
Modire Primary School,AD,Primary,Public,,,9.292121,12.509729,ADSGRE08,"Modire Primary School, AD State, Nigeria"
Njairi Belel Primary School,AD,Primary,Public,,,10.310632,13.225348,ADSMUB11,"Njairi Belel Primary School, AD State, Nigeria"
Dombi Primary School Dombi,AD,Primary,Public,,,9.817142,12.295568,ADSSNG01,"Dombi Primary School Dombi, AD State, Nigeria"
Ogburi Primary School,AD,Primary,Public,,,8.799599,12.420694,ADSFUR11,"Ogburi Primary School, AD State, Nigeria"
Bwashi Primary School,AD,Primary,Public,,,9.457166,12.165534,ADSDSA03,"Bwashi Primary School, AD State, Nigeria"
Primary School Bwadai,AD,Primary,Public,,,9.82677,12.35427,ADSSNG01,"Primary School Bwadai, AD State, Nigeria"
Gurbin Baure Primary School,AD,Primary,Public,,,9.417396,11.541944,ADSLMR10,"Gurbin Baure Primary School, AD State, Nigeria"
Wuro Gude Primary School,AD,Primary,Public,,,10.278139,13.265688,ADSMUB05,"Wuro Gude Primary School, AD State, Nigeria"
Mayo Inne Primary School,AD,Primary,Public,,,8.711594,12.272509,ADSJAD11,"Mayo Inne Primary School, AD State, Nigeria"
Riwiriwi Primary School,AD,Primary,Public,,,9.914965,12.065886,ADSSHG02,"Riwiriwi Primary School, AD State, Nigeria"
Lainde and Badirasa Primary School,AD,Primary,Public,,,9.310369,12.465002,ADSGRE02,"Lainde and Badirasa Primary School, AD State, Nigeria"
Victory Standard Nursery and Primary School,AD,Primary,Private,,,8.459531,12.039755,ADSGAN07,"Victory Standard Nursery and Primary School, AD State, Nigeria"
Lovespring Nursery and Primary School,AD,Primary,Private,,,9.305889,12.486284,ADSGRE08,"Lovespring Nursery and Primary School, AD State, Nigeria"
Devine International Nursery and Primary School,AD,Primary,Public,,,10.248699,13.28096,ADSGYL09,"Devine International Nursery and Primary School, AD State, Nigeria"
Chigari Primary School,AD,Primary,Public,,,9.070032,12.664234,ADSFUR01,"Chigari Primary School, AD State, Nigeria"
Markazi Tahfizul Quran Islamiya,AD,Primary,Private,,,9.905869,11.931931,ADSGUY07,"Markazi Tahfizul Quran Islamiya, AD State, Nigeria"
Kurungu Primary School,AD,Primary,Public,,,9.644104,11.98955,ADSSHG03,"Kurungu Primary School, AD State, Nigeria"
Kussu Primary School,AD,Primary,Public,,,8.60252,12.391461,ADSJAD06,"Kussu Primary School, AD State, Nigeria"
Banga Primary School,AD,Primary,Public,,,10.437992,12.852461,ADSHNG03,"Banga Primary School, AD State, Nigeria"
Gude Primary School,AD,Primary,Public,,,10.195865,13.307421,ADSGYL04,"Gude Primary School, AD State, Nigeria"
Kija Primary School,AD,Primary,Public,,,10.57482,13.322899,ADSMCH01,"Kija Primary School, AD State, Nigeria"
Sakom Primary School,AD,Primary,Public,,,8.306726,12.033426,ADSGAN02,"Sakom Primary School, AD State, Nigeria"
Wuro Funa Primary School,AD,Primary,Public,,,8.497163,12.066332,ADSJAD01,"Wuro Funa Primary School, AD State, Nigeria"
Bitiku Juli Primary School,AD,Primary,Public,,,10.885389,13.379697,ADSMDG03,"Bitiku Juli Primary School, AD State, Nigeria"
Dzakwa Primary School,AD,Primary,Public,,,10.356167,13.162234,ADSHNG05,"Dzakwa Primary School, AD State, Nigeria"
Sabon Yaro Academy,AD,Primary,Private,,,9.29973,12.480465,ADSGRE08,"Sabon Yaro Academy, AD State, Nigeria"
Arewa Achievers Academy,AD,Primary,Private,,,9.19109,12.5171,ADSYLA06,"Arewa Achievers Academy, AD State, Nigeria"
Jiba Primary School,AD,Primary,Public,,,10.101628,13.212387,ADSMAH07,"Jiba Primary School, AD State, Nigeria"
Redeem Peoples Academy,AD,Primary,Faith Based,,,9.052587,12.061371,ADSMWA08,"Redeem Peoples Academy, AD State, Nigeria"
Hamdalla Primary School,AD,Primary,Public,,,9.3106844,12.6590548,ADSFUR07,"Hamdalla Primary School, AD State, Nigeria"
